rna,GDT-TS,GDT-TS@1,GDT-TS@2,GDT-TS@4,GDT-TS@8,P-VALUE,BARNABA-eSCORE,BARNABA-RMSD,BARNABA-eRMSD,CLASH,INF-ALL,INF-WC,INF-NWC,INF-STACK,MCQ,TM-score,DI,lddt,C-lddt,RMSD
1ykv_b.pdb,0.6,0.24,0.45,0.84,0.87,0.0,0.65,0.73,1.36,7.36,0.67,0.94,,0.61,31.58,0.29,12.18,0.55,0.65,8.14
